id,name,card_type,color,cost,life,effect,type,counter,power,attribute,block,collection_name,collection_id,trigger,trigger_effect
OP01-112,Page One,Character,Purple,4,NULL,[Activate: Main] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character can also attack your opponent's active Characters during this turn.,Animal Kingdom Pirates,NULL,5000,Strike,Block 1,Romance Dawn,OP01,False,NULL
OP01-113,Holedem,Character,Purple,3,NULL,[On K.O.] Add up to 1 DON!! card from your DON!! deck and rest it.,Animal Kingdom Pirates/SMILE,NULL,4000,Special,Block 1,Romance Dawn,OP01,False,NULL
OP01-114,X.Drake,Character,Purple,5,NULL,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your opponent trashes 1 card from their hand.,Navy/Drake Pirates/Animal Kingdom Pirates,NULL,5000,Slash,Block 1,Romance Dawn,OP01,False,NULL
OP01-115,Elephant's Marchoo,Event,Purple,4,NULL,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 2 or less, then add up to 1 DON!! card from your DON!! deck and set it as active.",Animal Kingdom Pirates/SMILE,NULL,NULL,NULL,Block 1,Romance Dawn,OP01,True,Activate this card's [Main] effect.
OP01-116,Artificial Devil Fruit SMILE,Event,Purple,2,NULL,"[Main] Look at 5 cards from the top of your deck; play up to 1 {SMILE} type Character card with a cost of 3 or less. Then, place the rest at the bottom of your deck in any order.",Animal Kingdom Pirates/SMILE,NULL,NULL,NULL,Block 1,Romance Dawn,OP01,True,Activate this card's [Main] effect.
OP01-117,Sheep's Horn,Event,Purple,2,NULL,[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 6 or less.,Animal Kingdom Pirates/SMILE,NULL,NULL,NULL,Block 1,Romance Dawn,OP01,False,NULL
OP01-118,Ulti-Mortar,Event,Purple,1,NULL,"[Counter] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, draw 1 card.",Animal Kingdom Pirates,NULL,NULL,NULL,Block 1,Romance Dawn,OP01,True,Add up to 1 DON!! card from your DON!! deck and set it as active.
OP01-119,Thunder Bagua,Event,Purple,2,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 DON!! card from your DON!! deck and rest it.",The Four Emperors/Animal Kingdom Pirates,NULL,NULL,NULL,Block 1,Romance Dawn,OP01,True,Add up to 1 DON!! card from your DON!! deck and set it as active.
OP01-120,Shanks,Character,Red,9,NULL,[Rush] (This card can attack on the turn in which it is played.) || [When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.,The Four Emperors/Red-Haired Pirates,NULL,10000,Slash,Block 1,Romance Dawn,OP01,False,NULL
OP01-121,Yamato,Character,Green,5,NULL,"Also treat this card's name as [Kouzuki Oden] according to the rules. || [Double Attack] (This card deals 2 damage.) || [Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)",Land of Wano,NULL,5000,Strike,Block 1,Romance Dawn,OP01,False,NULL
OP02-001,Edward.Newgate,Leader,Red,NULL,6,[End of Your Turn] Add 1 card from the top of your Life cards to your hand.,The Four Emperors/Whitebeard Pirates,NULL,6000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-002,Monkey.D.Garp,Leader,Red/Black,NULL,4,"[Your Turn] When this Leader or any of your Characters is given a DON!! card, give up to 1 of your opponent's Characters with a cost of 7 or less −1 cost during this turn.",Navy,NULL,5000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-003,Atmos,Character,Red,4,NULL,,Whitebeard Pirates,NULL,6000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-004,Edward.Newgate,Character,Red,9,NULL,"[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn. || [DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.",The Four Emperors/Whitebeard Pirates,NULL,10000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-005,Curly.Dadan,Character,Red,2,NULL,"[On Play] Look at up to 5 cards from the top of your deck; reveal up to 1 red Character with a cost of 1 and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Mountain Bandits,NULL,3000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-006,Kingdew,Character,Red,5,NULL,,Whitebeard Pirates,NULL,7000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-007,Thatch,Character,Red,6,NULL,,Whitebeard Pirates,NULL,8000,Wisdom,Block 1,Paramount War,OP02,False,NULL
OP02-008,Jozu,Character,Red,4,NULL,"[DON!! x1] If you have 2 or less Life cards and your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush]. || (This card can attack on the turn in which it is played.)",Whitebeard Pirates,NULL,4000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-009,Squard,Character,Red,3,NULL,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −4000 power during this turn and add 1 card from the top of your Life cards to your hand.",Whitebeard Pirates Allies,NULL,5000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-010,Dogura,Character,Red,1,NULL,[Activate: Main] You may rest this Character: Play up to 1 red Character other than [Dogura] with a cost of 1 from your hand.,Mountain Bandits,NULL,2000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-011,Vista,Character,Red,3,NULL,[On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.,Whitebeard Pirates,NULL,3000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-012,Blenheim,Character,Red,2,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Whitebeard Pirates,NULL,3000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-013,Portgas.D.Ace,Character,Red,7,NULL,"[On Play] Give up to 2 of your opponent's Characters −3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn. || (This card can attack on the turn in which it is played.)",Whitebeard Pirates,NULL,7000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-014,Whitey Bay,Character,Red,1,NULL,[DON!! x1] This Character can also attack your opponent's active Characters.,Whitebeard Pirates Allies,NULL,2000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-015,Makino,Character,Red,1,NULL,[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,Windmill Village,NULL,0,Wisdom,Block 1,Paramount War,OP02,False,NULL
OP02-016,Magura,Character,Red,1,NULL,[On Play] Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,Mountain Bandits,NULL,2000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-017,Masked Deuce,Character,Red,2,NULL,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 2000 power or less.,Spade Pirates,NULL,3000,Wisdom,Block 1,Paramount War,OP02,False,NULL
OP02-018,Marco,Character,Red,4,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested.",Whitebeard Pirates,NULL,5000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-019,Rakuyo,Character,Red,3,NULL,"[DON!! x1] [Your Turn] All of your Characters with a type including ""Whitebeard Pirates"" gain +1000 power.",Whitebeard Pirates,NULL,4000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-020,LittleOars Jr.,Character,Red,7,NULL,,Giant/Whitebeard Pirates Allies,NULL,9000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-021,Seaquake,Event,Red,1,NULL,"[Main] If your Leader's type includes ""Whitebeard Pirates"", K.O. up to 1 of your opponent's Characters with 3000 power or less.",The Four Emperors/Whitebeard Pirates,NULL,NULL,NULL,Block 1,Paramount War,OP02,True,Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.
OP02-022,Whitebeard Pirates,Event,Red,1,NULL,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 Character card with a type including ""Whitebeard Pirates"" and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Whitebeard Pirates,NULL,NULL,NULL,Block 1,Paramount War,OP02,True,Activate this card's [Main] effect.
OP02-023,You May Be a Fool...but I Still Love You,Event,Red,1,NULL,"[Main] If you have 3 or less Life cards, you cannot add Life cards to your hand using your own effects during this turn.",The Four Emperors/Whitebeard Pirates,NULL,NULL,NULL,Block 1,Paramount War,OP02,True,Up to 1 of your Leader gains +1000 power during this turn.
OP02-024,Moby Dick,Stage,Red,2,NULL,"[Your Turn] If you have 1 or less Life cards, your [Edward.Newgate] and all your Characters with a type including ""Whitebeard Pirates"" gain +2000 power.",Whitebeard Pirates,NULL,NULL,NULL,Block 1,Paramount War,OP02,True,Play this card.
OP02-025,Kin'emon,Leader,Green,NULL,5,"[Activate: Main] [Once Per Turn] If you have 1 or less Characters, the next time you play a {Land of Wano} type Character card with a cost of 3 or more from your hand during this turn, the cost will be reduced by 1.",Land of Wano/The Akazaya Nine,NULL,5000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-026,Sanji,Leader,Green/Blue,NULL,4,"[Once Per Turn] When you play a Character with no base effect from your hand, if you have 3 or less Characters, set up to 2 of your DON!! cards as active.",Straw Hat Crew,NULL,5000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-027,Inuarashi,Character,Green,3,NULL,"If all of your DON!! cards are rested, this Character cannot be removed from the field by your opponent's effects.",Minks/Land of Wano/The Akazaya Nine,NULL,4000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-028,Usopp,Character,Green,3,NULL,,FILM/Straw Hat Crew,NULL,5000,Ranged,Block 1,Paramount War,OP02,False,NULL
OP02-029,Carrot,Character,Green,5,NULL,[End of Your Turn] Set up to 1 of your DON!! cards as active.,Minks,NULL,5000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-030,Kouzuki Oden,Character,Green,8,NULL,"[Activate: Main] [Once Per Turn] ③ (You may rest the specified number of DON!! cards in your cost area.): Set this Character as active. || [On K.O.] Play up to 1 green {Land of Wano} type Character card with a cost of 3 from your deck. Then, shuffle your deck.",Land of Wano/Kouzuki Clan,NULL,8000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-031,Kouzuki Toki,Character,Green,1,NULL,"If you have a [Kouzuki Oden] Character, this Character gains [Blocker]. || (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Land of Wano/Kouzuki Clan,NULL,0,Wisdom,Block 1,Paramount War,OP02,False,NULL
OP02-032,Shishilian,Character,Green,2,NULL,[On Play] ② (You may rest the specified number of DON!! cards in your cost area.): Set up to 1 of your {Minks} type Characters with a cost of 5 or less as active.,Minks,NULL,3000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-033,Jinbe,Character,Green,2,NULL,,FILM/Fish-Man/Straw Hat Crew,NULL,4000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-034,Tony Tony.Chopper,Character,Green,2,NULL,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,FILM/Animal/Straw Hat Crew,NULL,2000,Wisdom,Block 1,Paramount War,OP02,False,NULL
OP02-035,Trafalgar Law,Character,Green,2,NULL,[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may return this Character to the owner's hand: Play up to 1 Character with a cost of 3 from your hand.,FILM/Supernovas/Heart Pirates,NULL,3000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-036,Nami,Character,Green,3,NULL,"[On Play]/[When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): Look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",FILM/Straw Hat Crew,NULL,5000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-037,Nico Robin,Character,Green,3,NULL,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 2 or less from your hand.,FILM/Straw Hat Crew,NULL,4000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-038,Nekomamushi,Character,Green,3,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Minks/Land of Wano/The Akazaya Nine,NULL,4000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-039,Franky,Character,Green,5,NULL,,FILM/Straw Hat Crew,NULL,7000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-040,Brook,Character,Green,4,NULL,[On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 3 or less from your hand.,FILM/Straw Hat Crew,NULL,5000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-041,Monkey.D.Luffy,Character,Green,7,NULL,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) || [On Play] Play up to 1 {FILM} or {Straw Hat Crew} type Character card with a cost of 4 or less from your hand.",FILM/Supernovas/Straw Hat Crew,NULL,7000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-042,Yamato,Character,Green,4,NULL,Also treat this card's name as [Kouzuki Oden] according to the rules. || [On Play] Rest up to 1 of your opponent's Characters with a cost of 6 or less.,Land of Wano,NULL,6000,Strike,Block 1,Paramount War,OP02,False,NULL
OP02-043,Roronoa Zoro,Character,Green,4,NULL,,FILM/Supernovas/Straw Hat Crew,NULL,6000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-044,Wanda,Character,Green,2,NULL,[On Play] Play up to 1 {Minks} type Character card other than [Wanda] with a cost of 3 or less from your hand.,Minks,NULL,3000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-045,Three Sword Style Oni Giri,Event,Green,3,NULL,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, play up to 1 Character card with a cost of 3 or less and no base effect from your hand.",FILM/Supernovas/Straw Hat Crew,NULL,NULL,NULL,Block 1,Paramount War,OP02,True,Rest up to 1 of your opponent's Leader or Character cards with a cost of 5 or less.
OP02-046,Diable Jambe Venaison Shoot,Event,Green,2,NULL,[Main] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.,FILM/Straw Hat Crew,NULL,NULL,NULL,Block 1,Paramount War,OP02,True,Play up to 1 Character card with a cost of 4 or less and no base effect from your hand.
OP02-047,Paradise Totsuka,Event,Green,1,NULL,[Main] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,Land of Wano/Kouzuki Clan,NULL,NULL,NULL,Block 1,Paramount War,OP02,True,K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.
OP02-048,Land of Wano,Stage,Green,1,NULL,[Activate: Main] You may trash 1 {Land of Wano} type card from your hand and rest this Stage: Set up to 1 of your DON!! cards as active.,Land of Wano,NULL,NULL,NULL,Block 1,Paramount War,OP02,False,NULL
OP02-049,Emporio.Ivankov,Leader,Blue,NULL,5,"[End of Your Turn] If you have 0 cards in your hand, draw 2 cards.",Impel Down/Revolutionary Army,NULL,5000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-050,Inazuma,Character,Blue,4,NULL,"If you have 1 or less cards in your hand, this Character gains +2000 power. || [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Impel Down/Revolutionary Army,NULL,5000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-051,Emporio.Ivankov,Character,Blue,7,NULL,[On Play] Draw card(s) so that you have 3 cards in your hand and then play up to 1 blue {Impel Down} type Character card with a cost of 6 or less from your hand.,Impel Down/Revolutionary Army,NULL,7000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-052,Cabaji,Character,Blue,2,NULL,"[On Play] If you have [Mohji], draw 2 cards and trash 1 card from your hand.",Buggy Pirates,NULL,3000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-053,Crocodile,Character,Blue,5,NULL,,Impel Down/Former Baroque Works,NULL,7000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-054,Gecko Moria,Character,Blue,4,NULL,,The Seven Warlords of the Sea/Thriller Bark Pirates,NULL,6000,Special,Block 1,Paramount War,OP02,False,NULL
OP02-055,Dracule Mihawk,Character,Blue,6,NULL,,The Seven Warlords of the Sea,NULL,8000,Slash,Block 1,Paramount War,OP02,False,NULL
OP02-056,Donquixote Doflamingo,Character,Blue,1,NULL,[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order. || [DON!! x1] [When Attacking] You may trash 1 card from your hand: Place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck.,The Seven Warlords of the Sea/Donquixote Pirates,NULL,2000,Special,Block 1,Paramount War,OP02,False,NULL
